caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
1026381,qualified for wave 4,Retired,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,0,5,Not working - other,Yes,200906,No,200902,Once a year or less
1029571,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - other,Yes,201305,Yes,200903,Once or twice a month
1030441,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305,Yes,200903,Never
1031721,qualified for wave 4,Active,Yes,On-line,4,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305,Yes,200905,More than once a week
1032405,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201304,Yes,200903,Once a year or less
1033811,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$15,000 to $19,999",Married,Non-Metro,South,East-South Central,Occupied without payment of cash rent,0,0,0,0,2,Not working - retired,Yes,201306,Yes,200905,Once a week
1034483,qualified for wave 4,Do not call,No,,,,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201206,Yes,200902,More than once a week
1035596,qualified for wave 4,Active,Yes,On-line,3,201303,same-sex couple,2011,April,Unmarried partners,2,2,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201305,Yes,200907,Once a week
1036721,qualified for wave 4,Active,Yes,On-line,5,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305,Yes,200903,A few times a year
1037633,qualified for wave 4,Retired,Yes,Telephone,,201311,different sex couple,2011,June,Unmarried partners,2,2,No,No,,,Good,slightly attractive,slightly attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200907,No,200902,Once a year or less
1038241,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Unmarried partners,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,1,Working - as a paid employee,Yes,200904,No,200903,Once a year or less
1039481,qualified for wave 4,Retired,No,,,,different sex couple,2011,June,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,200904,No,200903,More than once a week
1040361,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010,April,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,Hispanic,Yes,2,A building with 2 or more apartments,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200905,No,200809,
1041291,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,Yes,201306,Yes,200903,
1043811,qualified for wave 4,Active,Yes,On-line,6,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,not at all attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305,Yes,200903,More than once a week
1044601,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200904,No,200903,More than once a week
1045611,qualified for wave 4,Retired,Yes,Telephone,,201311,different sex couple,2011,June,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200907,No,200903,Once a week
1046321,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010,March,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,201007,No,200903,Never
1047765,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$12,500 to $14,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - retired,Yes,200904,No,200902,More than once a week
1048266,qualified for wave 4,Retired,No,,,,different sex couple,2011,April,Unmarried partners,2,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,4,A mobile home,"$15,000 to $19,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,1,0,0,3,Not working - disabled,Yes,201305,Yes,200902,Once a year or less
1050395,qualified for wave 4,Active,Yes,On-line,4,201303,same-sex couple,2011,May,Unmarried partners,2,2,No,Yes,,,Fair,slightly attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,3,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200905,Once a year or less
1051525,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$12,500 to $14,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - looking for work,Yes,200904,No,200904,
1052595,qualified for wave 4,Active,Yes,On-line,9,201303,same-sex couple,2011,April,Unmarried partners,2,2,Yes,Yes,,,Good,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,Hispanic,Yes,3,A one-family house attached to one or more houses,"$175,000 or more",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,201305,Yes,200903,
1054833,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$15,000 to $19,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200904,No,200903,A few times a year
1055665,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,200904,No,200903,More than once a week
1057782,unqualified for wave 4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10th grade,Less than high school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201008,No,200903,A few times a year
1058195,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",No,5,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,2,3,Working - as a paid employee,Yes,201008,No,200902,Once or twice a month
1059286,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,Good,slightly attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$85,000 to $99,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201307,Yes,200902,
1060515,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,Hispanic,Yes,1,A one-family house attached to one or more houses,"$35,000 to $39,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201108,No,200903,Once a week
1061491,qualified for wave 4,Active,Yes,On-line,6,201303,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,Yes,201305,Yes,200903,Never
1062551,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904,No,200905,Once a week
1064496,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A mobile home,"$5,000 to $7,499",Widowed,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,200904,No,200903,More than once a week
